,English,Hebrew
13907,['to be represented'],יצג
13908,"['promotional model', 'spokesmodel', '(computing) avatar']",יצגן
13909,['(biblical) oil (esp. high quality olive oil)'],יצהר
13910,['Yitzhar (Hebrew name)'],יצהר
13911,"['exporting', 'exports']",יצוא
13912,['exporting'],יצוא
13913,['exporter'],יצואן
13914,"['stabilization', 'strengthening', 'establishment']",יצוב
13915,"['expression', 'giving expression to', 'representation', 'acting on behalf of']",יצוג
13916,"['symbolic', 'representative', 'presentable']",יצוגי
13917,"['shaft (carriage, wagon)']",יצול
13918,"['(flowery) bed', 'couch']",יצוע
13919,"['poured', 'molded', 'cast', '(literary) hidden', 'sequestered', 'covert']",יצוק
13920,"['manufacture', 'production', 'industry']",יצור
13921,"['creature', 'organism']",יצור
13922,['created'],יצור
13923,"['(literary) limb', 'part of body']",יצור
13924,['(biology) biota'],יצורה
13925,['microorganism'],יצורון
13926,"['Isaac', 'Yitzhak (Hebrew name)']",יצחק
13927,"['exiting', 'leaving', 'exit', 'exodus', 'setting off', 'embarkation', 'departure', 'bowel movement', 'defecation', 'outlet (electrical)', '(bridge) lead', '(military) sound of a shell leaving the barrel', '(military slang) leave', 'furlough', '(slang) amusing or surprising comment', '(slang) going out (restaurant, cinema, entertainment)', '(internet) port']",יציאה
13928,"['fixed', 'firm', 'immutable', 'stable', 'immovable', 'steady']",יציב
13929,"['posture', 'carriage']",יציבה
13930,"['stability', 'steadiness', 'immutability']",יציבות
13931,['representative'],יציג
13932,"['balcony', 'gallery']",יציע
13933,"['(metallurgy) liquefiable', 'moldable']",יציק
13934,"['pouring', 'casting', '(colloquial) pouring concrete', 'a ""pour""']",יציקה
13935,"['(flowery) creature', 'product']",יציר
13936,"['work (of music, art, literature)', 'oeuvre', 'creativity', 'creation', 'formation', 'production', 'ליצירה - since creation (the starting point for the Jewish counting of years)']",יצירה
13937,"['creative', 'productive']",יצירתי
13938,['creativity'],יצירתיות
13939,"['to pour', 'to cast (metal)']",יצק
13940,"['(metallurgy) cast iron', '(baking) fondant']",יצקת
13941,"['to create', 'to produce', 'to generate']",יצר
13942,"['to be produced', 'to be created', 'to be manufactured']",יצר
13943,"['to produce', 'to create', 'to manufacture']",יצר
13944,"['inclination', 'tendency', 'instinct', 'urge', 'drive']",יצר
13945,['evil inclination (nature)'],יצר הרע
13946,['(psychoanalysis) id'],יצרה
13947,"['instinctive', 'inclinational']",יצרי
13948,"[""following one's urges""]",יצריות
13949,['manufacturer'],יצרן
13950,"['manufacturing', 'productivity']",יצרנות
13951,['productive'],יצרני
13952,['yak'],יק
13953,['winery'],יקב
13954,"['to burn', 'to blaze']",יקד
13955,"['(colloquial) Jew of German or Dutch origin', '(slang) someone with ""Teutonic"" qualities - punctuality', 'punctiliousness', 'lack of sense of humor', 'seriousness', 'dryness', 'diligence', 'accuracy etc.']",יקה
13956,"['(biblical and literary) obedience (presumed meaning)', '(literary, rare) face wrinkles']",יקהה
13957,"['burning', 'blaze', 'conflagration', '(flowery) passion', 'ardor']",יקוד
13958,['universe'],יקום
13959,['cosmic'],יקומי
13960,"['increasing price', 'making expensive']",יקור
13961,['Yekutiel (Hebrew name)'],יקותיאל
13962,"['(colloquial) ""Teutonic"" ( punctual, punctilious, lacking a sense of humor, serious, dry, diligent, accurate etc.)']",יקי
13963,"['(flowery) burning', '(flowery) passion', 'ardor']",יקידה
13964,['hyacinth (plant)'],יקינתון
13965,"['waking up', 'arousing (from sleep)']",יקיצה
13966,"['beloved', 'worthy person', 'notable person', 'יקירי - darling', 'dear']",יקיר
13967,['Yakir (Hebrew name)'],יקיר
13968,['(literary) will awaken (used only in the future tense)'],יקץ
13969,"['honor', 'glory', 'respect', 'precious thing', 'ביקר - (flowery) respectfully']",יקר
13970,"['dear', 'expensive', 'beloved', 'important', 'Dear ...']",יקר
13971,"['high price', 'expensiveness', 'costliness', 'ביוקר - dearly', 'expensively']",יקר
13972,"['to be beloved', 'to be appreciated']",יקר
13973,"['to raise the price', 'to make expensive']",יקר
13974,"['to be made expensive', 'to have the price raised']",יקר
13975,"['prestige', 'honor']",יקרה
13976,['cerambycid (beetle)'],יקרונית
13977,"['expensive', 'one who charges high prices']",יקרן
13978,"['prestigious', 'exclusive']",יקרתי
13979,"['prestigious', 'exclusive']",יקרתי
13980,['(biblical) to trap'],יקש
13981,"['to fear', 'to stand in awe of', 'to respect']",ירא
13982,['(literary) God-fearing person'],ירא
13983,"['fear', 'terror', 'dread', 'awe', 'reverence', 'piety', 'God-fearingness']",יראה
13984,['amaranth (plant)'],ירבוז
13985,['jerboa'],ירבוע
13986,['titmouse'],ירגזי
13987,"['to descend', 'to go down', 'to decrease', 'to lessen', 'to diminish', 'to get off (train, bus)', 'to get out (cab)', 'to alight', 'to fall (rain, snow)', '(colloquial) to come off (stain)', 'to emigrate from Israel', '(slang) to come down on (someone)']",ירד
13988,['yard (measurement)'],ירד
13989,['Jordan (country)'],ירדן
13990,['Jordan (river)'],ירדן
13991,['Yarden (Hebrew name)'],ירדן
13992,['Yardena (Hebrew name)'],ירדנה
13993,['Jordanian (person)'],ירדני
13994,['Jordanian'],ירדני
13995,"['to shoot', 'to fire']",ירה
13996,"['down', 'depressed', 'dejected', 'unwell', 'poor', 'inferior', 'lesser', 'lower']",ירוד
13997,['(medicine) cataract'],ירוד
13998,"['interception (plane, ship)', 'shooting down (plane)']",ירוט
13999,"['shot', 'fired']",ירוי
14000,['Yaron (Hebrew name)'],ירון
14001,['Yerevan (capital of Armenia)'],ירון
14002,"['(literary) scum (stagnant water)', 'patina']",ירוקה
14003,['Jerusalem'],ירושלים
14004,['Jerusalem'],ירושלם
14005,['Jerusalemite'],ירושלמי
14006,"['Jerusalem', 'הירושלמי - Jerusalem Talmud']",ירושלמי
14007,['moon'],ירח
14008,['(literary) month'],ירח
14009,['full moon'],ירח מלא
14010,"['monthly (journal, magazine)']",ירחון
14011,"['lunar', 'moon-like']",ירחי
14012,['(rare) month'],ירחי
14013,['Yerachmiel (Hebrew name)'],ירחמיאל
14014,"['to veer', 'to diverge', 'to twist (path)']",ירט
14015,"['to intercept (plane, rocket)', 'to shoot down (plane, rocket)']",ירט
14016,"['to be intercepted (plane, rocket)', 'to be shot down (plane, rocket)']",ירט
14017,"['shooting', 'firing']",ירי
14018,['friendly fire'],ירי מאש כוחותינו
14019,"['opponent', 'rival']",יריב
14020,['Yariv (Hebrew name)'],יריב
14021,"['rivalry', 'competition', '(law) opponency']",יריבות
14022,"['fair', 'exhibition', 'market']",יריד
14023,"['descent', 'decrease', 'diminution', 'lessening', 'alighting (bus, cab etc.)', 'falling (rain, snow)', 'emigration from Israel', '(slang) criticism', 'mocking', 'attacking']",ירידה
14024,"['shot', 'shooting', 'firing']",יריה
14025,['Jericho'],יריחו
14026,['Yarin (Hebrew name)'],ירין
14027,"['sheet', 'bolt (cloth)', 'sheet (parchment, writing material)', '(flowery) description', 'review', 'characterization']",יריעה
14028,"['spitting', 'expectoration']",יריקה
14029,['thigh'],ירך
14030,"['rear', 'hindpart', 'rump (animal)']",ירכה
14031,['abutment (bridge)'],ירכה
14032,['thigh high socks'],ירכון
14033,['tunic'],ירכית
14034,"['stern (ship)', 'ירכתי - remote region', 'end', 'edge (of an area)']",ירכתים
14035,['Yarmuk (river)'],ירמוך
14036,"['Jeremiah', 'Yirmiyahu (Hebrew name)']",ירמיה
14037,"['Jeremiah', 'Yirmiyahu (Hebrew name)']",ירמיהו
14038,['Jeremiah (book of the Bible)'],ירמיהו
14039,"['green', 'verdant', 'unripe (fruit)', '(slang) inexperienced', 'green']",ירק
14040,"['green', 'new immigrant (esp. to America at end 19th century)']",ירק
14041,"['to spit', 'to expectorate', 'to spit out']",ירק
14042,"['vegetation', 'herbage', 'greenery']",ירק
14043,"['(biblical) vegetables', '(rare form) vegetable']",ירק
14044,['(colloquial) vegetable'],ירק
14045,['greenfinch (bird)'],ירקון
14046,['Yarkon (river)'],ירקון
14047,"['(biblical and talmudic) greensickness', 'chlorosis (plant disease)']",ירקון
14048,['vegetables'],ירקות
14049,['(flowery) greenness'],ירקות
14050,['greengrocer'],ירקן
14051,['jade'],ירקן
14052,['greengrocery'],ירקנות
14053,['greenish'],ירקרק
14054,['slight greenness'],ירקרקות
14055,"['scum (stagnant water)', 'patina']",ירקת
14056,"['to inherit', 'to take over (duty, position)']",ירש
14057,"['inheritance', 'legacy', 'inherited feature']",ירשה
14058,"['there is', 'there are', 'one must', 'it is necessary to', 'one may', 'it may', 'got it! did it! Yes!', 'some', 'sometimes', 'it may be that']",יש
14059,"['being', 'reality', 'existence', 'possession', 'assets']",יש
14060,['he has'],יש לו
14061,"[""(slang) one has a lot on one's mind""]",יש לו (הרבה) על הראש
14062,"['He is single-minded', 'determined', 'dogged']",יש לו אפי
14063,"['(slang) he has guts', 'he has balls']",יש לו ביצים
14064,"['(colloquial) to be guilty of murder', ""to have blood on one's hands""]",יש לו דם על הידים
14065,"['(colloquial) to be able to handle responsibility', 'to have broad shoulders']",יש לו כתפים רחבות
14066,"['appropriate', 'in place']",יש לו מקום
14067,"['to sit', 'to sit down', 'to be seated', 'to live', 'to dwell', 'to sit (court)', '(slang) to be imprisoned', '(colloquial) to spend time on', '(colloquial) to be placed', 'to sit (e.g. the glasses sit firmly on his nose)', ""(slang) to be secure in one's position""]",ישב
14068,"['to settle', 'to populate', 'to inhabit']",ישב
14069,"['to be inhabited', 'to be settled', 'to be populated']",ישב
14070,"['to be settled', 'to be determined']",ישב
14071,"['to settle (dispute)', 'to solve', 'to answer', 'to explain']",ישב
14072,"['(slang) to sit on (someone)', 'to bother']",ישב לו על הראש
14073,['to sit on a volcano'],ישב על לע הר געש
14074,"['to head', 'to preside', 'to chair']",ישב ראש
14075,['buttocks'],ישבן
14076,"['settlement', 'community', 'population', 'inhabitants', 'settling', 'populating', 'היישוב - Yishuv (Jewish population of Israel prior to establishment of the State)']",ישוב
14077,"['agreement', 'settlement (of dispute)', 'solution', 'explanation', 'clarification']",ישוב
14078,['seated'],ישוב
14079,"['reaching out', 'outreach']",ישוג
14080,"['implementation', '(computing) application', '(technology, engineering) apposition', 'application']",ישום
14081,['(computing) applet'],ישומון
14082,"['practicable', 'feasible']",ישומי
14083,"['aging (meat, wine)']",ישון
14084,"['salvation', 'help', 'rescue']",ישועה
14085,"['Jesuit', 'hypocrite', 'hypocritical']",ישועי
14086,"['straightening', 'flattening']",ישור
14087,"['entity', 'being', 'essence', 'existence']",ישות
14088,['existential'],ישותי
14089,"['Yishai', 'Jesse (Hebrew name)']",ישי
14090,"['sitting', 'meeting', 'gathering', 'living', 'dwelling']",ישיבה
14091,"['(Judaism) religious', 'Talmudic college']",ישיבה
14092,"['applicable', 'practicable']",ישים
14093,"['(literary) desert', 'wilderness', 'wasteland']",ישימון
14094,"['applicability', 'practicability']",ישימות
14095,"['direct', 'straightforward']",ישיר
14096,"['directly', 'openly', 'straightforwardly']",ישירות
14097,"['straightforwardness', 'frankness']",ישירות
14098,['old person'],ישיש
14099,['very old (person)'],ישיש
14100,['to implement'],ישם
14101,['to be implemented'],ישם
14102,"['(flowery) Ishmael', 'Arab']",ישמעאל
14103,"['(flowery) Ishmaelite', 'Arab']",ישמעאלי
14104,"['(flowery) Ishmaelite', 'Arab']",ישמעאלי
14105,['to sleep'],ישן
14106,"['old', 'longstanding']",ישן
14107,"['oldness', 'age']",ישן
14108,"['to cause to sleep', 'to put to sleep']",ישן
14109,"['to age (meat, wine)']",ישן
14110,['sleepy'],ישנוני
14111,"['somnolence', 'sleepiness']",ישנוניות
14112,['(flowery) oldness'],ישנות
14113,"['(flowery) salvation', 'help', 'rescue']",ישע
14114,['Isaiah (book of the Bible)'],ישעיה
14115,['Isaiah (Hebrew name)'],ישעיהו
14116,['Isaiah (book of the Bible)'],ישעיהו
14117,"[""(biblical) one of the twelve precious stones in the High Priest's breast plate"", 'jasper']",ישפה
14118,"['to straighten', 'to flatten']",ישר
14119,"['to be straightened', 'to be flattened']",ישר
14120,"['honesty', 'integrity', 'uprightness', 'ביושר - honestly', 'sincerely', 'fairly']",ישר
14121,"['straight', 'honest', 'honorable', 'law-abiding', 'decent', '(biblical) righteous person', 'God-fearing person']",ישר
14122,['(geometry) straight line'],ישר
14123,"['straight', '(colloquial) straightforwardly', 'honestly', 'forthrightly', '(slang) right away', 'immediately']",ישר
14124,"['to be straight', 'to move in a straight line']",ישר
14125,"['Israel', '(biblical) Kingdom of Israel']",ישראל
14126,"['Israel', 'Yisrael (Hebrew name)']",ישראל
14127,"['Jewish People', 'Jewry', '(rabbinic) Jew', 'Jewish person', '(Jewish law) layman (not Cohen or Levite)']",ישראל
14128,"['Israeli (person)', '(rabbinic) Jew']",ישראלי
14129,"['Israeli', '(rabbinic) Jewish']",ישראלי
14130,['Israeliness'],ישראליות
14131,['integrity'],ישרה
14132,"['(flowery) Yeshurun', 'the People of Israel']",ישרון
14133,"['(rare, flowery) honesty', 'integrity', 'uprightness']",ישרות
14134,['(athletics) straight'],ישרת
14135,['Issachar (one of the twelve tribes of Israel)'],יששכר
14136,"['stake', 'peg (tent)', 'rod (part of machine, engine)']",יתד
14137,['(talmudic) tongs'],יתוך
14138,['orphan'],יתום
14139,['orphan'],יתום
14140,"['excess', 'surplus']",יתור
14141,['mosquito'],יתוש
14142,"['mosquito-like', 'small', 'insignificant', 'annoying']",יתושי
14143,['(Aramaic) yetiv (biblical cantillation symbol)'],יתיב
14144,"['redundant', 'superfluous', 'additional', 'unnecessary']",יתיר
14145,['redundancy (electronic systems)'],יתירות
14146,"['perhaps', 'it may be', 'it is possible that', 'possibly', 'הייתכן? - is that possible? can that be true?']",יתכן
14147,"['(nonstandard form) feasibility', 'practicability']",יתכנות
14148,"['orphanhood', 'loneliness', 'sense of loss']",יתמות
14149,"['remainder', 'rest', 'abundance', 'excess', 'surplus']",יתר
14150,"['large', 'excessive', 'abundant']",יתר
14151,['(geometry) hypotenuse'],יתר
14152,"['rope', 'cord', 'string']",יתר
14153,"['to make unnecessary', 'to make redundant', 'to add too much', 'to create excess']",יתר
14154,"['high blood pressure', 'hypertension']",יתר לחץ דם
14155,"['furthermore', 'moreover']",יתר על כן
14156,"['(banking, accountancy) balance']",יתרה
14157,['(computing) bloatware'],יתרה
14158,"['preference', 'advantage', 'gain', 'profit']",יתרון
14159,"['preference', 'superiority', '(linguistics) redundancy', 'superfluousness']",יתרות
14160,"['Kaf', 'the 11th letter of the Hebrew alphabet', 'twenty']",כ
14161,"['as', 'like', 'about', 'approximately', '(biblical) when']",כ
14162,"['manpower', 'but rather', 'only if', 'everyone']","כ""א"
