,Gmatria Value,English,Hebrew
21494,115,['great-granddaughter'],נינה
21495,120,['Nice (French city)'],ניס
21496,125,"['(literary) escape', 'flight', 'refuge']",ניסה
21497,170,['Nissan  (seventh month in Hebrew calendar)'],ניסן
21498,170,['Nissan (also: Nisan) (Hebrew name)'],ניסן
21499,130,"['(flowery) movement', '(physiology) peristalsis']",ניע
21500,135,"['body movement', 'bend']",ניעה
21501,536,"['(sociology) mobility', '(biology) motility']",ניעות
21502,170,['(plumbing) nipple'],ניפל
21503,155,['Nice (French city)'],ניצה
21504,246,"['spark', 'flash', 'glimmer', 'talent', 'ability']",ניצוץ
21505,235,['nicotine'],ניקוטין
21506,241,['Nicosia'],ניקוסיה
21507,190,['Nickel'],ניקל
21508,375,['Nicaragua'],ניקרגואה
21509,260,"['paper', 'stationery', '(colloquial) document', 'ניירות - documents']",ניר
21510,260,"['(literary) meadow', 'grazing area']",ניר
21511,260,['Nir (Hebrew name)'],ניר
21512,409,['blotting paper'],ניר סופג
21513,434,['wrapping paper'],ניר עטיפה
21514,278,['Nairobi'],נירובי
21515,305,['neurologist'],נירולוג
21516,315,['neurological'],נירולוגי
21517,320,['neurology'],נירולוגיה
21518,321,['nirvana'],נירונה
21519,340,['stainless steel'],נירוסטה
21520,956,['(banking) securities'],נירות ערך
21521,515,['Nuremberg'],נירנברג
21522,660,"['bureaucracy', 'paperwork', 'red tape']",נירת
21523,365,['niche'],נישה
21524,121,"['(literary) sadness', 'gloom']",נכאים
21525,76,"['respected', 'important', 'honored', 'substantial', 'considerable (quantity)', 'eminent']",נכבד
21526,76,"['worthy person', 'notable person']",נכבד
21527,77,"['(colloquial) to be extinguished', 'to go out (a fire, light)']",נכבה
21528,77,"[""Nakba (Arabic for 'catastrophe')"", 'the name given by the Palestinians to the creation of Israel on May 15 1948']",נכבה
21529,372,"['to be conquered', 'to be leveled (a road)', 'to be enchanted', 'to be captivated']",נכבש
21530,372,"['to be pickled', 'to be preserved']",נכבש
21531,74,['grandson'],נכד
21532,79,['granddaughter'],נכדה
21533,124,['grand-nephew'],נכדן
21534,75,"['handicapped person', 'cripple', 'invalid']",נכה
21535,75,['to deduct'],נכה
21536,75,['to be deducted'],נכה
21537,81,"['to be burned', 'to be disappointed', 'to be hurt (emotionally, financially)']",נכוה
21538,84,"['correct', 'logical', 'acceptable']",נכוח
21539,89,"['correctly', 'properly']",נכוחה
21540,86,['deduction'],נכוי
21541,126,"['correct', 'true', 'right', 'fitting', 'suitable', 'required', 'logical', 'wise']",נכון
21542,126,"['right', 'correct', 'true', 'correctly', 'properly']",נכון
21543,126,"['to be established', 'to be founded']",נכון
21544,126,"['ready', 'prepared']",נכון
21545,126,"['to be expected', 'היכון! - Get ready!', 'On your mark!']",נכון
21546,131,"['correctly', 'properly', 'suitably']",נכונה
21547,532,"['verity', 'correctness', 'truthfulness', 'appropriateness', 'wisdom', 'logicalness']",נכונות
21548,532,"['readiness', 'willingness', 'forthcomingness']",נכונות
21549,136,"['assimilating', 'appropriating']",נכוס
21550,276,"['alienation', 'foreignness', 'strangeness', 'detachedness']",נכור
21551,376,['weeding'],נכוש
21552,476,"['disability', 'handicap']",נכות
21553,79,"['disappointing', 'disappointed']",נכזב
21554,79,"['to be disappointed', 'to be dashed (hope)']",נכזב
21555,78,"['to be present', 'to attend']",נכח
21556,78,"['opposite', 'facing', 'in light of', 'considering']",נכח
21557,82,"['to be annihilated', 'to become extinct', '(flowery) to be concealed', 'to be hidden']",נכחד
21558,82,"['extinct', 'endangered (species)']",נכחד
21559,484,"['attendance', 'presence']",נכחות
21560,88,"['current', 'present', 'prevailing']",נכחי
21561,136,"['(banking, finances) discount']",נכיון
21562,145,['(banking and finance) factoring'],נכיסה
21563,101,"['to be imprisoned', 'to be incarcerated', 'to be confined']",נכלא
21564,136,"['deception', 'white lie']",נכלול
21565,146,"['deceptive', 'fraudulent']",נכלולי
21566,552,"['deceptiveness', 'fraudulence']",נכלוליות
21567,130,"['to be included', '(literary) to be generalized']",נכלל
21568,140,"['(literary) ashamed', 'embarrassed']",נכלם
21569,140,"['(literary) to be ashamed', 'to be abashed', 'to be embarrassed']",נכלם
21570,546,"['(literary) shame', 'abashment', 'embarrassment']",נכלמות
21571,310,"['(flowery) agitated', 'longing', 'yearning', 'depressed']",נכמר
21572,180,"['to enter', 'to begin', 'to commence', 'to start', '(colloquial) to get into (trouble)', '(colloquial) to hit', 'to bump into']",נכנס
21573,190,"['to surrender', 'to submit to']",נכנע
21574,596,"['(literary) surrender', 'submissiveness']",נכנעות
21575,130,"['asset', 'property']",נכס
21576,130,"['to appropriate', 'to use as one’s own']",נכס
21577,130,"['to be appropriated', 'to be used as one’s own']",נכס
21578,546,['(marketing and advertising) equity'],נכסיות
21579,210,"['(literary) to long for', 'to yearn for']",נכסף
21580,210,"['longed for', 'yearned for']",נכסף
21581,155,['to be forced on'],נכפה
21582,155,['epileptic'],נכפה
21583,180,['(mathematics) multiplicand'],נכפל
21584,230,"['to be bent', 'to be stooped', 'to be curved']",נכפף
21585,550,"['to be bound', 'to be handcuffed', 'to be fettered', 'to be shackled']",נכפת
21586,270,"['(literary) foreign country', 'diaspora']",נכר
21587,270,"['to be recognized', 'to be known', 'to be viewed', 'to be seen']",נכר
21588,270,"['substantial', 'significant', 'marked', 'considerable']",נכר
21589,270,['to alienate'],נכר
21590,275,"['to be mined', 'to be quarried', 'to be dug (a pit, grave, well)']",נכרה
21591,280,"['gentile', 'non-Jew']",נכרי
21592,280,"['(flowery) gentile', 'foreign']",נכרי
21593,686,['foreignness'],נכריות
21594,290,"['to be wrapped around', 'to be wound', 'to be bound (a book)', 'to involve']",נכרך
21595,670,"['to be cut off', 'to be amputated', 'to be made', 'to be signed (an agreement, accord, contract)', '(flowery) to be lost', 'to be wiped out', 'to be destroyed']",נכרת
21596,370,['to uproot (weeds)'],נכש
21597,370,['to be uprooted (weeds)'],נכש
21598,400,"['to fail', 'to falter', 'to stumble']",נכשל
21599,400,"['someone who has failed (of an exam, task)']",נכשל
21600,400,"['(education system) F', 'failure']",נכשל
21601,472,"['to be written', 'to be authored']",נכתב
21602,510,['(literary) to be stained'],נכתם
21603,770,"['to be pulverized', 'to be pounded']",נכתש
21604,86,"['to tire', 'to despair']",נלאה
21605,84,"['pleasant', 'warm', 'enthusiastic', 'hearty']",נלבב
21606,490,"['friendliness', 'pleasantness', 'agreeableness']",נלבבות
21607,382,"['to be worn', 'to be put on (a garment)']",נלבש
21608,87,"['enthusiastic', 'enthused']",נלהב
21609,87,['to be enthusiastic'],נלהב
21610,493,"['enthusiasm', 'excitement']",נלהבות
21611,91,"['to accompany', 'to escort']",נלוה
21612,91,"['accompanying', 'attached', 'connotative']",נלוה
21613,93,"['corrupt', 'deviant']",נלוז
21614,499,"['corruptedness', 'immorality']",נלוזות
21615,136,['(biblical) to complain'],נלון
21616,136,['defendant'],נלון
21617,386,['to be kneaded'],נלוש
21618,128,"['to fight', 'to battle']",נלחם
21619,178,"['to be pressed', 'to be squashed', 'to be oppressed', '(colloquial) to be pressured', 'to be ""stressed out""']",נלחץ
21620,388,['to be whispered'],נלחש
21621,104,"['to be caught', 'to be captured', 'to be trapped', 'to be ensnared']",נלכד
21622,124,['to be taught (educational material)'],נלמד
21623,153,"['ridiculous', 'preposterous', 'ludicrous']",נלעג
21624,188,"['to be taken', 'to be removed', 'to be captured', 'to be taken away from']",נלקח
21625,189,"['to be collected', 'to be gathered']",נלקט
21626,90,"['(flowery) to doze', 'to sleep']",נם
21627,151,"['to become boring', 'to become repulsive', '(colloquial) to be fed up with', '(colloquial) to become sick and tired of']",נמאס
21628,104,"['(flowery) abhorrent', 'detested']",נמבזה
21629,98,"['to be measured', 'to be gauged', 'to be assessed']",נמדד
21630,125,"['to be diluted', 'to be mixed', 'to be mingled']",נמהל
21631,295,"['hasty', 'hurried']",נמהר
21632,701,"['haste', 'hurriedness']",נמהרות
21633,99,"['to fade', 'to dissipate', '(flowery) to be appalled']",נמוג
21634,104,"['soft', 'mashable']",נמוח
21635,105,"['(flowery) to collapse', 'to fall']",נמוט
21636,116,"['short', 'low', 'poor (quality)']",נמוך
21637,126,['circumcised'],נמול
21638,126,['to be circumcised'],נמול
21639,196,"['reason', 'excuse', 'explanation']",נמוק
21640,396,['(medicine) to be palpated'],נמוש
21641,401,['(colloquial) weakling'],נמושה
21642,100,"['to be poured (a drink)', 'to be mixed with', 'to be mingled with']",נמזג
21643,103,"['to be obliterated', 'to be forgotten', 'to be destroyed', 'to be eliminated']",נמחה
21644,103,['(law) assignee'],נמחה
21645,128,['to be forgiven'],נמחל
21646,188,['to be squashed'],נמחץ
21647,198,"['to be erased', 'to be stricken (from a record)', 'to be wiped out', 'to be obliterated', 'to be destroyed']",נמחק
21648,114,['nematode (worm)'],נמטודה
21649,299,['(biblical) to be rained upon'],נמטר
21650,117,['Namibia'],נמיביה
21651,105,['mongoose'],נמיה
21652,526,"['lowness', 'shortness']",נמיכות
21653,110,"['shortness', 'lowness']",נמך
21654,310,['to be sold'],נמכר
21655,120,"['port', 'harbor', 'airport']",נמל
21656,681,['airport'],נמל תעופה
21657,121,['to be filled'],נמלא
21658,125,['ant'],נמלה
21659,156,"['(medicine) paresthesia', '""pins and needles""']",נמלול
21660,129,"['to escape', 'to flee']",נמלט
21661,130,['port'],נמלי
21662,140,"['to consult (someone)', 'to regret', 'to withdraw', 'to retreat']",נמלך
21663,210,"['flowery', 'poetic']",נמלץ
21664,220,"['to be decapitated', 'to be wrung (the neck of a fowl)']",נמלק
21665,145,"['to be counted', 'to be numbered', 'to belong to']",נמנה
21666,186,"['nap', 'forty winks']",נמנום
21667,180,"['to nap', 'to doze']",נמנם
21668,180,"['to nap', 'to doze']",נמנם
21669,180,"['to nap', 'to doze']",נמנם
21670,230,['(literary) slumberer'],נמנמן
21671,230,['dormouse'],נמנמן
21672,210,"['to be prevented', 'to abstain', 'to avoid']",נמנע
21673,210,"['avoidable', 'impossible', 'improbable', 'abstainer (noun)']",נמנע
21674,150,"['to melt', 'to dissolve']",נמס
21675,150,"['soluble', 'instant (dried food or beverage powder)']",נמס
21676,220,"['(Greek mythology) Nemesis', 'retribution']",נמסיס
21677,350,"['to be delivered', 'to be handed over to', 'to be reported']",נמסר
21678,180,"['to be mashed', 'to be squashed']",נמעך
21679,210,"['addressee', 'recipient']",נמען
21680,181,"['to be discovered', 'to be found', 'to be located', 'to be present', 'to be situated']",נמצא
21681,270,['to be sucked'],נמצץ
21682,190,['to rot'],נמק
21683,190,"['(medicine) necrosis', 'gangrene']",נמק
21684,190,"['to explain', 'to justify']",נמק
21685,190,"['to be explained', 'to be justified']",נמק
21686,190,"['(medicine) necrosis', 'gangrene']",נמק
21687,290,"['leopard', '(slang) ""tiger""']",נמר
21688,290,['(literary) to mottle'],נמר
21689,295,['leopardess'],נמרה
21690,300,['Nimrod (Hebrew name)'],נמרוד
21691,298,"['to be spread', 'to be smeared', '(slang) to be dragged out', 'to be prolonged']",נמרח
21692,299,"['to be torn out (hair, feathers)']",נמרט
21693,380,"['energetic', 'vigorous', 'lively', 'decisive', 'total', 'intensive', 'aggressive']",נמרץ
21694,786,"['decisiveness', 'daring', 'aggressiveness']",נמרצות
21695,786,"['energetically', 'decisively', 'aggressively', 'intensively']",נמרצות
21696,390,['freckle'],נמש
21697,395,['to be pulled out (of water)'],נמשה
21698,410,"['to be pulled', 'to be drawn', 'to be dragged', '(banking) to be withdrawn', 'to be redeemed', 'to be attracted to']",נמשך
21699,410,"['to last', 'to be continuous', 'to extend (beyond a certain time)']",נמשך
21700,420,"['to be likened to', 'to be compared with']",נמשל
21701,420,"['moral', 'lesson']",נמשל
21702,498,['to be stretched'],נמתח
21703,498,"['flexible', 'elastic', 'stretchy']",נמתח
21704,111,"['to be gored', 'to be butted']",ננגח
21705,163,"['to be gnawed', 'to be bitten into', 'to be eaten away', 'to be deducted']",ננגס
21706,106,['nano-'],ננו
21707,349,['nanogram'],ננוגרם
21708,114,"['calm', 'relaxed', 'serene']",ננוח
21709,520,"['calm', 'serenity']",ננוחות
21710,245,['nanotechnology'],ננוטכנולוגיה
21711,355,"['(science) nanometer', 'millimicron']",ננומטר
21712,409,['to be abandoned'],ננטש
21713,118,"[""let's say"", ""let's assume that""]",נניח
21714,160,"['dwarf', 'midget']",ננס
21715,242,['(astronomy) white dwarf'],ננס לבן
21716,170,"['tiny', 'miniature']",ננסי
21717,200,"['to be locked', 'to be locked in', 'to be unavailable (an option, opportunity)', 'to become introverted', 'to become withdrawn', 'to be closed', 'to be adjourned', '(slang) to be locked onto', 'to be ""stuck"" on']",ננעל
21718,260,['to be imbedded in'],ננעץ
21719,209,"['to be taken (an action, precaution)']",ננקט
21720,263,['Nanking'],ננקינג
21721,420,"['to be bitten', 'to be stung']",ננשך
21722,480,['to be blown'],ננשף
21723,110,"['to flee', 'to escape', '(flowery) to disappear', 'to cease']",נס
21724,110,"['miracle', 'בנס - miraculously']",נס
21725,110,"['flag', 'pennant', 'standard']",נס
21726,117,['Nassau'],נסאו
21727,112,"['to focus on', 'to deal with', '(biblical) to turn around', 'to turn aside', '(literary) to surround']",נסב
21728,117,['circumstance'],נסבה
21729,142,"['sufferable', 'tolerable', 'bearable']",נסבל
21730,548,['tolerability'],נסבלות
21731,522,['circumstantial'],נסבתי
21732,173,['(genetics) recessive'],נסגני
21733,313,"['to be closed', 'to be shut', 'to be blocked', 'to be finished', 'to be over', 'to be introverted', 'to be withdrawn']",נסגר
21734,214,"['to be cracked', 'to be fissured']",נסדק
21735,115,"['to try', 'to attempt', 'to test', 'to try out']",נסה
21736,115,"['to be tried', 'to be used experimentally']",נסה
21737,119,"['to withdraw', 'to retreat', 'to regret', 'to back down from (a decision, a standpoint)', 'to deteriorate', 'to be diminished']",נסוג
21738,119,['retreating'],נסוג
21739,124,['wording'],נסוח
21740,126,"['trial', 'experiment']",נסוי
21741,136,"['experimental', 'trial']",נסויי
21742,136,['(religious ritual) libation'],נסוך
21743,136,['spread over'],נסוך
21744,191,"['mileage', 'distance traveled by a car (measured in kilometers)']",נסועה
21745,316,"['sawing', 'cutting', '(literary) rasping (voice)']",נסור
21746,118,"['wording', 'version', 'style', 'בנוסח - in the version of']",נסח
21747,118,"['drafter', 'formulator']",נסח
21748,118,['(documentation) extract'],נסח
21749,118,"['to word', 'to express in words', 'to formulate', 'to phrase']",נסח
21750,118,['to be worded'],נסח
21751,120,"['to be drawn', 'to be dragged', '(colloquial) to be dragged out', 'to be prolonged', '(slang) to be pilfered', 'to be stolen', 'to be filched']",נסחב
